City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Constitucion,CL,2021-07-05 03:36:10,-35.3333,-72.4167,50.36,77,0,3.6
289,Emmett,US,2021-07-05 03:33:10,43.8735,-116.4993,92.57,30,98,10.0
290,Krasnyy Chikoy,RU,2021-07-05 03:36:10,50.3643,108.7512,79.97,40,7,1.99
291,Tabora,TZ,2021-07-05 03:36:10,-5.0167,32.8,55.49,61,26,4.61
292,Victor Harbor,AU,2021-07-05 03:36:11,-35.5667,138.6167,57.72,58,100,2.62
293,Makat,KZ,2021-07-05 03:36:11,47.6469,53.3463,92.84,25,10,12.48
294,Celestun,MX,2021-07-05 03:36:11,20.8667,-90.4,81.21,81,58,9.08
295,Airai,TL,2021-07-05 03:36:12,-8.9266,125.4092,69.89,57,65,3.67
296,Prokopyevsk,RU,2021-07-05 03:36:12,53.9059,86.719,77.74,73,18,4.59
297,Oriximina,BR,2021-07-05 03:36:12,-1.7656,-55.8661,72.1,96,68,2.3
298,Lubango,AO,2021-07-05 03:36:12,-14.9172,13.4925,52.11,35,0,4.12
299,Nome,US,2021-07-05 03:33:16,64.5011,-165.4064,51.87,82,90,10.36
300,Hambantota,LK,2021-07-05 03:36:13,6.1241,81.1185,86.34,74,20,5.75
301,Isangel,VU,2021-07-05 03:36:13,-19.55,169.2667,78.91,65,75,11.5
302,Klaksvik,FO,2021-07-05 03:36:13,62.2266,-6.589,52.72,97,95,9.15
303,Narsaq,GL,2021-07-05 03:36:14,60.9167,-46.05,53.82,73,100,1.97
304,Belmonte,BR,2021-07-05 03:36:14,-15.8631,-38.8828,68.5,84,28,9.91
305,Druzhba,UA,2021-07-05 03:36:14,52.0428,33.9453,65.07,84,24,10.96
306,Kirakira,SB,2021-07-05 03:36:15,-10.4544,161.9205,81.32,82,38,10.67
307,Boa Vista,BR,2021-07-05 03:36:15,2.8197,-60.6733,75.18,88,75,6.91
308,Naberera,TZ,2021-07-05 03:36:15,-4.2,36.9333,56.95,79,98,8.88
309,Chokurdakh,RU,2021-07-05 03:36:15,70.6333,147.9167,91.51,24,70,16.15
310,Komsomolskiy,UZ,2021-07-05 03:36:16,40.4272,71.7189,86.72,28,0,6.91
311,Honiara,SB,2021-07-05 03:36:16,-9.4333,159.95,85.28,71,21,7.29
312,Tsabong,BW,2021-07-05 03:36:16,-26.0217,22.401,45.45,45,0,9.22
313,Los Llanos De Aridane,ES,2021-07-05 03:36:17,28.6585,-17.9182,69.12,73,0,12.66
314,Visnes,NO,2021-07-05 03:36:17,59.3556,5.2242,64.58,94,20,3.44
315,Yatou,CN,2021-07-05 03:36:17,37.15,122.3833,80.38,69,75,12.75
316,Sisimiut,GL,2021-07-05 03:36:18,66.9395,-53.6735,38.23,97,100,8.05
317,Gazli,UZ,2021-07-05 03:36:18,40.1333,63.45,98.15,16,2,8.61
318,Hvizd,UA,2021-07-05 03:36:18,48.6852,24.5506,59.29,91,100,2.98
319,Clyde River,CA,2021-07-05 03:36:18,70.4692,-68.5914,32.23,100,90,8.05
320,Bilma,NE,2021-07-05 03:36:19,18.6853,12.9164,89.35,16,56,7.11
321,Kavieng,PG,2021-07-05 03:36:19,-2.5744,150.7967,85.37,67,40,7.23
322,Samarkand,UZ,2021-07-05 03:36:19,39.6542,66.9597,87.22,27,5,11.5
323,Port Pirie,AU,2021-07-05 03:36:20,-33.1833,138.0167,59.09,59,100,6.17
324,Awbari,LY,2021-07-05 03:36:20,26.5921,12.7805,88.14,13,24,1.77
325,Imbituba,BR,2021-07-05 03:36:20,-28.24,-48.6703,58.89,91,100,6.67
326,Samarai,PG,2021-07-05 03:36:21,-10.6167,150.6667,81.66,82,28,11.97
327,Thinadhoo,MV,2021-07-05 03:36:21,0.5333,72.9333,83.59,72,84,12.66
328,Tha Bo,TH,2021-07-05 03:36:21,17.85,102.5814,95.0,70,75,4.61
329,Sorland,NO,2021-07-05 03:36:21,67.667,12.6934,56.55,79,20,7.29
330,Grand Gaube,MU,2021-07-05 03:36:22,-20.0064,57.6608,73.38,69,3,5.99
331,Taybad,IR,2021-07-05 03:36:22,34.74,60.7756,91.85,19,0,7.85
332,Hohhot,CN,2021-07-05 03:36:22,40.8106,111.6522,75.49,60,40,2.24
333,Touros,BR,2021-07-05 03:36:23,-5.1989,-35.4608,72.5,84,29,9.64
334,Tiarei,PF,2021-07-05 03:36:23,-17.5333,-149.3333,82.0,76,24,16.67
335,Inhambane,MZ,2021-07-05 03:36:23,-23.865,35.3833,64.08,94,3,5.77
336,Valdosta,US,2021-07-05 03:36:23,30.8327,-83.2785,77.41,95,75,3.44
337,Avera,US,2021-07-05 03:36:24,33.194,-82.5271,73.71,46,0,2.71
338,Sao Filipe,CV,2021-07-05 03:36:24,14.8961,-24.4956,73.74,79,1,9.69
339,Hami,CN,2021-07-05 03:36:24,42.8,93.45,92.35,14,2,9.31
340,Moses Lake,US,2021-07-05 03:36:25,47.1301,-119.2781,93.56,18,1,9.22
341,Souillac,MU,2021-07-05 03:36:25,-20.5167,57.5167,73.36,78,40,11.5
342,Ustka,PL,2021-07-05 03:36:25,54.5805,16.8619,63.77,87,29,4.21
343,Te Anau,NZ,2021-07-05 03:36:25,-45.4167,167.7167,50.47,81,100,11.07
344,Mountain Home,US,2021-07-05 03:36:26,43.133,-115.6912,83.68,26,1,11.5
345,West Lafayette,US,2021-07-05 03:36:26,40.4259,-86.9081,76.28,75,1,3.44
346,Bonavista,CA,2021-07-05 03:36:26,48.6499,-53.1147,49.12,94,100,17.22
347,Vanavara,RU,2021-07-05 03:36:27,60.34,102.2797,79.27,36,73,4.25
348,Caramanta,CO,2021-07-05 03:36:27,5.5478,-75.6437,53.74,93,20,0.63
349,Coffs Harbour,AU,2021-07-05 03:35:31,-30.3,153.1333,62.87,61,48,14.97
350,Saharanpur,IN,2021-07-05 03:36:28,29.9667,77.55,98.1,32,6,5.1
351,Axim,GH,2021-07-05 03:36:28,4.8699,-2.2405,76.03,88,100,6.71
352,Seddon,AU,2021-07-05 03:36:28,-37.8068,144.8916,56.34,83,90,4.0
353,Wadi Maliz,TN,2021-07-05 03:36:28,36.4681,8.5495,72.05,45,20,4.12
354,Beroroha,MG,2021-07-05 03:36:29,-21.6667,45.1667,57.34,72,0,2.3
355,Ayan,RU,2021-07-05 03:36:29,56.45,138.1667,58.73,88,96,4.63
356,Les Cayes,HT,2021-07-05 03:36:29,18.2,-73.75,79.23,88,100,11.56
357,Hay River,CA,2021-07-05 03:36:30,60.8156,-115.7999,55.38,71,20,6.91
358,La Ronge,CA,2021-07-05 03:36:30,55.1001,-105.2842,59.25,94,75,4.61
359,Erdenet,MN,2021-07-05 03:36:30,49.0333,104.0833,69.21,56,80,2.93
360,Lithgow,AU,2021-07-05 03:36:30,-33.4833,150.15,49.86,43,3,8.84
361,Sandwick,GB,2021-07-05 03:36:31,60.0,-1.25,55.22,100,90,12.66
362,Batagay-Alyta,RU,2021-07-05 03:36:31,67.8006,130.4114,77.88,33,97,5.73
363,Severo-Yeniseyskiy,RU,2021-07-05 03:36:31,60.3725,93.0408,68.67,68,83,5.7
364,Rawson,AR,2021-07-05 03:36:32,-43.3002,-65.1023,49.78,75,22,9.48
365,Faanui,PF,2021-07-05 03:36:32,-16.4833,-151.75,80.29,78,15,16.17
366,Cockburn Town,TC,2021-07-05 03:36:32,21.4612,-71.1419,81.27,83,76,21.94
367,Cherskiy,RU,2021-07-05 03:36:33,68.75,161.3,77.72,21,11,1.54
368,Olafsvik,IS,2021-07-05 03:36:33,64.8945,-23.7142,47.52,92,96,10.0
369,Mahebourg,MU,2021-07-05 03:36:33,-20.4081,57.7,73.26,78,40,11.5
370,Lebu,CL,2021-07-05 03:36:34,-37.6167,-73.65,47.5,88,3,4.41
371,Sibolga,ID,2021-07-05 03:36:34,1.7427,98.7792,80.98,79,97,3.98
372,Alenquer,BR,2021-07-05 03:36:34,-1.9417,-54.7383,73.74,95,100,2.26
373,Lusambo,CD,2021-07-05 03:36:34,-4.9667,23.45,64.54,44,40,2.42
374,Bokoro,TD,2021-07-05 03:36:35,12.3807,17.0568,83.32,55,78,7.16
375,Kailua,US,2021-07-05 03:36:35,21.4022,-157.7394,82.38,70,40,13.8
376,Korla,CN,2021-07-05 03:36:35,41.7597,86.1469,95.29,11,89,8.28
377,Bataipora,BR,2021-07-05 03:36:36,-22.2953,-53.2711,57.97,77,6,5.5
378,Laguna,US,2021-07-05 03:32:01,38.421,-121.4238,89.44,49,1,5.01
379,Thai Binh,VN,2021-07-05 03:34:27,20.45,106.3333,89.6,53,100,14.03
380,Vega De Alatorre,MX,2021-07-05 03:36:36,20.0333,-96.6333,80.22,89,91,8.03
381,Bangassou,CF,2021-07-05 03:36:37,4.7413,22.8184,67.39,99,100,3.85
382,Pimenteiras,BR,2021-07-05 03:36:37,-6.2453,-41.4192,67.15,70,5,3.87
383,Nioro,GM,2021-07-05 03:36:37,13.35,-15.75,77.09,81,56,6.76
384,Dawson Creek,CA,2021-07-05 03:36:38,55.7666,-120.2362,69.15,49,1,9.22
385,Ngunguru,NZ,2021-07-05 03:36:38,-35.6167,174.5,59.16,65,59,9.91
386,Shache,CN,2021-07-05 03:36:38,38.4167,77.2406,90.79,17,99,5.17
387,Pandan,PH,2021-07-05 03:36:38,14.0453,124.1694,84.4,77,100,4.29
388,Agvali,RU,2021-07-05 03:36:39,42.5385,46.1197,74.82,67,11,3.83
389,Opuwo,NA,2021-07-05 03:36:39,-18.0607,13.84,56.84,22,0,6.38
390,Srednekolymsk,RU,2021-07-05 03:36:39,67.45,153.6833,87.64,21,89,6.44
391,Slave Lake,CA,2021-07-05 03:36:40,55.2834,-114.769,62.58,63,90,6.91
392,Bolitoc,PH,2021-07-05 03:36:40,15.7395,119.8769,84.74,76,100,16.69
393,Hasaki,JP,2021-07-05 03:36:40,35.7333,140.8333,75.29,95,100,6.13
394,Tuatapere,NZ,2021-07-05 03:36:41,-46.1333,167.6833,55.2,66,100,9.13
395,Victoria Point,AU,2021-07-05 03:36:41,-27.5833,153.3,70.48,49,90,1.99
396,Yar-Sale,RU,2021-07-05 03:36:41,66.8333,70.8333,53.69,46,49,10.04
397,Manokwari,ID,2021-07-05 03:36:41,-0.8667,134.0833,78.84,85,100,6.96
398,Ati,TD,2021-07-05 03:36:42,13.2154,18.3353,84.65,55,64,5.7
399,Huambo,AO,2021-07-05 03:36:42,-12.7761,15.7392,46.89,30,34,0.6
400,Kapit,MY,2021-07-05 03:36:42,2.0167,112.9333,93.06,49,76,1.63
401,Kenai,US,2021-07-05 03:33:19,60.5544,-151.2583,66.02,60,1,9.22
402,Bagdarin,RU,2021-07-05 03:36:43,54.4333,113.6,78.08,43,5,0.45
403,Monforte De Lemos,ES,2021-07-05 03:36:43,42.5216,-7.5142,64.69,93,37,3.74
404,Olenino,RU,2021-07-05 03:36:43,56.2092,33.4889,61.38,75,50,7.45
405,Mantua,IT,2021-07-05 03:36:44,45.1667,10.7833,65.35,89,96,3.0
406,Porto Walter,BR,2021-07-05 03:36:44,-8.2686,-72.7439,72.54,68,93,0.43
407,Atar,MR,2021-07-05 03:36:44,20.5169,-13.0499,86.86,31,0,4.43
408,Areosa,PT,2021-07-05 03:36:45,41.7178,-8.8571,66.33,98,88,10.76
409,Safford,US,2021-07-05 03:36:45,32.834,-109.7076,88.72,45,1,14.97
410,Maniitsoq,GL,2021-07-05 03:36:45,65.4167,-52.9,40.01,97,100,9.6
411,Kavaratti,IN,2021-07-05 03:36:45,10.5669,72.642,82.51,78,100,18.19
412,Karratha,AU,2021-07-05 03:36:46,-20.7377,116.8463,77.25,28,32,8.08
413,Tommot,RU,2021-07-05 03:36:46,58.9564,126.2925,76.84,51,32,3.62
414,Tilichiki,RU,2021-07-05 03:36:46,60.4667,166.1,57.83,58,81,8.14
415,Salalah,OM,2021-07-05 03:35:51,17.0151,54.0924,80.69,89,90,8.05
416,Tabuk,PH,2021-07-05 03:36:47,17.4189,121.4443,90.09,57,100,4.59
417,Palmer,US,2021-07-05 03:36:47,42.1584,-72.3287,63.01,85,20,0.0
418,Pakala,IN,2021-07-05 03:36:47,13.4667,79.1167,82.81,62,100,8.03
419,Palana,RU,2021-07-05 03:36:48,59.1167,159.9667,51.67,70,28,15.41
420,Mopti,ML,2021-07-05 03:36:48,14.6667,-4.0,77.04,83,40,11.5
421,Kununurra,AU,2021-07-05 03:36:48,-15.7667,128.7333,75.18,22,28,10.36
422,Shu,KZ,2021-07-05 03:36:49,43.5983,73.7614,93.24,21,7,5.12
423,Kalat,PK,2021-07-05 03:36:49,29.0225,66.5916,78.55,28,74,8.88
424,Sangar,RU,2021-07-05 03:36:49,63.9242,127.4739,75.99,51,49,8.99
425,Muros,ES,2021-07-05 03:36:49,42.7762,-9.0603,66.24,93,92,9.78
426,Cozumel,MX,2021-07-05 03:36:50,20.5083,-86.9458,84.18,84,6,4.0
427,Dudinka,RU,2021-07-05 03:36:50,69.4058,86.1778,53.92,44,32,10.42
428,Vao,NC,2021-07-05 03:36:50,-22.6667,167.4833,71.87,68,100,19.13
429,Yerbogachen,RU,2021-07-05 03:36:51,61.2767,108.0108,72.77,43,95,4.23
430,Taft,IR,2021-07-05 03:33:56,31.7471,54.2088,89.55,13,40,4.61
431,Saint Anthony,US,2021-07-05 03:36:51,45.0205,-93.218,87.58,62,1,5.01
432,Lashio,MM,2021-07-05 03:36:51,22.9333,97.75,77.27,87,100,0.92
433,Umm Kaddadah,SD,2021-07-05 03:36:52,13.6017,26.6876,83.14,50,86,10.49
434,Langfang,CN,2021-07-05 03:36:52,39.5097,116.6947,88.05,41,100,6.06
435,Yaan,NG,2021-07-05 03:36:52,7.3833,8.5667,70.63,98,100,4.29
436,Labuhan,ID,2021-07-05 03:36:52,-6.8844,112.2051,85.62,60,58,4.32
437,Okato,NZ,2021-07-05 03:36:53,-39.2,173.8833,50.41,75,40,8.5
438,Maumere,ID,2021-07-05 03:36:53,-8.6199,122.2111,82.35,61,24,10.0
439,Shreveport,US,2021-07-05 03:36:15,32.5251,-93.7502,78.85,73,1,4.61
440,Padang,ID,2021-07-05 03:36:53,-0.9492,100.3543,75.25,92,100,3.36
441,Sobolevo,RU,2021-07-05 03:36:54,54.4299,31.8996,61.2,89,44,8.21
442,Lethem,GY,2021-07-05 03:36:54,3.3803,-59.7968,73.62,90,100,2.19
443,Valleyview,CA,2021-07-05 03:36:54,55.0667,-117.2859,64.44,52,55,5.75
444,Anju,KP,2021-07-05 03:36:55,39.6178,125.6647,73.9,79,100,3.83
445,College,US,2021-07-05 03:36:55,64.8569,-147.8028,73.35,40,20,5.75
446,Taltal,CL,2021-07-05 03:36:55,-25.4,-70.4833,57.43,81,100,3.56
447,Massaguet,TD,2021-07-05 03:36:56,12.4755,15.4365,82.44,46,84,9.8
448,Dovolnoye,RU,2021-07-05 03:36:56,54.4958,79.6671,81.1,63,40,10.36
449,Tsumeb,NA,2021-07-05 03:36:56,-19.2333,17.7167,40.55,22,0,8.39
450,Cuiluan,CN,2021-07-05 03:36:57,47.72,128.648,69.39,71,95,5.82
451,Konevo,RU,2021-07-05 03:36:57,62.1215,39.3192,62.71,49,3,1.43
452,Acurenam,GQ,2021-07-05 03:36:57,1.0322,10.6488,66.94,99,100,0.47
453,Iralaya,HN,2021-07-05 03:36:57,15.0,-83.2333,80.76,83,9,6.42
454,Harper,LR,2021-07-05 03:36:58,4.375,-7.7169,76.1,88,100,6.08
455,Soyo,AO,2021-07-05 03:36:58,-6.1349,12.3689,72.39,86,92,2.26
456,Ahuimanu,US,2021-07-05 03:36:58,21.4447,-157.8378,82.11,69,40,13.8
457,Ituiutaba,BR,2021-07-05 03:35:38,-18.9689,-49.465,60.57,47,0,4.83
458,Mackay,AU,2021-07-05 03:36:59,-21.15,149.2,76.05,60,0,14.97
459,Boralday,KZ,2021-07-05 03:36:59,43.3578,76.8594,84.06,32,5,6.71
460,Mogadishu,SO,2021-07-05 03:36:59,2.0371,45.3438,77.38,81,9,16.49
461,Bay Roberts,CA,2021-07-05 03:37:00,47.5999,-53.2648,50.32,98,100,3.0
462,Tazmalt,DZ,2021-07-05 03:37:00,36.3868,4.3989,76.41,27,0,0.78
463,Berlevag,NO,2021-07-05 03:37:00,70.8578,29.0864,51.8,70,96,7.09
464,Arkhipo-Osipovka,RU,2021-07-05 03:37:01,44.37,38.52,70.54,89,100,14.99
465,Zwedru,LR,2021-07-05 03:37:01,6.0667,-8.1281,69.78,100,100,2.26
466,Marsa Matruh,EG,2021-07-05 03:37:01,31.3525,27.2453,71.8,88,0,5.75
467,Wagar,SD,2021-07-05 03:37:01,16.1525,36.2032,80.8,59,52,18.95
468,Half Moon Bay,US,2021-07-05 03:37:01,37.4636,-122.4286,69.69,83,90,13.8
469,Lodja,CD,2021-07-05 03:37:02,-3.4833,23.4333,66.67,46,60,1.03
470,Chipinge,ZW,2021-07-05 03:37:02,-20.1883,32.6236,49.69,38,0,2.15
471,Buala,SB,2021-07-05 03:37:02,-8.145,159.5921,84.81,70,10,8.37
472,Namatanai,PG,2021-07-05 03:37:03,-3.6667,152.4333,84.04,74,35,9.01
473,Hit,IQ,2021-07-05 03:37:03,33.6416,42.8251,87.12,35,0,14.27
474,Kangaatsiaq,GL,2021-07-05 03:37:03,68.3065,-53.4641,35.78,98,100,7.52
475,Oistins,BB,2021-07-05 03:37:04,13.0667,-59.5333,80.69,78,20,12.66
476,Lasa,IT,2021-07-05 03:37:04,46.6166,10.7002,58.08,90,99,5.01
477,Sol-Iletsk,RU,2021-07-05 03:37:04,51.1631,54.9918,75.2,53,33,10.25
478,Kirkuk,IQ,2021-07-05 03:37:05,35.4681,44.3922,87.69,27,0,5.64
479,Sokoni,TZ,2021-07-05 03:37:05,-6.4333,39.55,75.06,74,4,12.8
480,Timizart,DZ,2021-07-05 03:37:05,36.8,4.2667,72.84,30,0,4.16
481,Broken Hill,AU,2021-07-05 03:37:05,-31.95,141.4333,53.31,47,100,4.61
482,Vinh,VN,2021-07-05 03:32:32,18.6667,105.6667,92.01,59,100,6.6
483,Wrzesnia,PL,2021-07-05 03:37:06,52.3251,17.5652,63.55,82,3,0.49
484,Pangnirtung,CA,2021-07-05 03:37:06,66.1451,-65.7125,36.63,89,43,4.32
485,Gornopravdinsk,RU,2021-07-05 03:37:06,60.05,69.9,47.86,95,100,13.27
486,Terenos,BR,2021-07-05 03:37:07,-20.4422,-54.8603,69.51,45,0,11.5
487,Charagua,BO,2021-07-05 03:37:07,-19.8,-63.2167,54.21,64,2,3.06
488,Alice Springs,AU,2021-07-05 03:35:18,-23.7,133.8833,54.95,38,84,8.05
489,Zhigansk,RU,2021-07-05 03:37:07,66.7697,123.3711,74.8,38,23,12.33
490,Yayva,RU,2021-07-05 03:37:08,59.3303,57.2641,60.17,49,5,7.05
491,Jumla,NP,2021-07-05 03:37:08,29.2747,82.1838,72.41,58,9,4.81
492,Ilulissat,GL,2021-07-05 03:37:08,69.2167,-51.1,37.42,93,90,11.5
493,Sakaiminato,JP,2021-07-05 03:37:09,35.55,133.2333,76.98,94,75,8.05
494,Taitung,TW,2021-07-05 03:37:09,22.7583,121.1444,93.47,55,40,10.36
495,Aguimes,ES,2021-07-05 03:37:09,27.9054,-15.4461,66.83,73,20,27.63
496,Ciudad Bolivar,VE,2021-07-05 03:37:10,8.1222,-63.5497,78.3,74,29,2.53
497,Turukhansk,RU,2021-07-05 03:37:10,65.8167,87.9833,60.03,44,100,11.41
498,Statesville,US,2021-07-05 03:33:32,35.7826,-80.8873,74.59,52,40,0.0
499,Drumheller,CA,2021-07-05 03:37:10,51.4617,-112.7101,67.33,68,95,13.8
500,Bang Saphan,TH,2021-07-05 03:37:11,11.2126,99.5117,89.55,50,72,8.05
501,Kutoarjo,ID,2021-07-05 03:37:11,-7.7169,109.9128,86.88,58,37,10.76
502,Antofagasta,CL,2021-07-05 03:33:26,-23.65,-70.4,54.68,78,25,3.56
503,Synya,RU,2021-07-05 03:37:11,65.3718,58.0387,54.46,50,89,4.43
504,Acapulco,MX,2021-07-05 03:37:12,16.8634,-99.8901,79.88,86,27,2.93
505,Saint George,US,2021-07-05 03:37:12,37.1041,-113.5841,97.39,19,1,1.01
506,Solnechnyy,RU,2021-07-05 03:37:13,50.7214,136.6319,82.04,50,100,6.8
507,Hokitika,NZ,2021-07-05 03:37:13,-42.7167,170.9667,48.92,78,100,4.81
508,Jalapa,MX,2021-07-05 03:37:13,19.5333,-96.9167,62.1,92,99,4.79
509,Kalmunai,LK,2021-07-05 03:37:13,7.4167,81.8167,85.84,67,69,5.61
510,Yumen,CN,2021-07-05 03:37:14,40.2833,97.2,81.7,18,83,14.29
511,Bemidji,US,2021-07-05 03:37:14,47.4736,-94.8803,79.09,78,1,6.91
512,Makushino,RU,2021-07-05 03:37:14,55.2103,67.2442,67.44,74,40,11.52
513,Atikokan,CA,2021-07-05 03:37:15,48.7555,-91.6216,68.18,88,13,12.93
514,Nogliki,RU,2021-07-05 03:37:15,51.8333,143.1667,63.34,76,14,12.41
515,Ust-Kuyga,RU,2021-07-05 03:37:15,70.0167,135.6,77.99,37,56,14.32
516,Nanortalik,GL,2021-07-05 03:37:15,60.1432,-45.2371,43.74,84,100,10.49
517,Pisco,PE,2021-07-05 03:37:16,-13.7,-76.2167,62.65,82,90,9.22
518,Tukrah,LY,2021-07-05 03:37:16,32.5341,20.5791,77.05,49,0,1.14
519,Port Blair,IN,2021-07-05 03:37:16,11.6667,92.75,85.46,71,68,8.59
520,Araouane,ML,2021-07-05 03:37:17,18.9048,-3.5265,90.95,25,36,7.27
521,Portland,US,2021-07-05 03:36:46,45.5234,-122.6762,80.91,54,1,1.01
522,Makakilo City,US,2021-07-05 03:37:17,21.3469,-158.0858,80.92,65,75,12.66
523,Pombas,CV,2021-07-05 03:37:17,17.1503,-25.0201,74.98,72,9,8.03
524,Katobu,ID,2021-07-05 03:37:18,-4.9408,122.5276,79.83,69,92,0.51
525,Ketchikan,US,2021-07-05 03:37:18,55.3422,-131.6461,65.14,75,1,0.87
526,Charters Towers,AU,2021-07-05 03:37:18,-20.1,146.2667,73.09,29,0,8.21
527,Sindor,RU,2021-07-05 03:37:19,62.8629,51.8905,61.34,40,1,4.36
528,Plettenberg Bay,ZA,2021-07-05 03:37:19,-34.0527,23.3716,50.58,72,3,7.63
529,Faya,SA,2021-07-05 03:37:19,18.3851,42.4509,68.11,34,3,2.91
530,Santa Cruz Del Sur,CU,2021-07-05 03:37:19,20.7147,-77.9956,78.42,87,100,27.69
531,Corinth,GR,2021-07-05 03:37:20,37.9407,22.9573,79.68,74,87,3.33
532,Namibe,AO,2021-07-05 03:37:20,-15.1961,12.1522,65.73,83,5,3.51
533,Churapcha,RU,2021-07-05 03:37:20,62.0025,132.4325,85.03,35,84,10.22
534,Khandbari,NP,2021-07-05 03:37:21,27.3747,87.2039,75.27,89,99,1.25
535,Leningradskiy,RU,2021-07-05 03:37:21,69.3833,178.4167,43.81,71,15,10.22
536,Aktas,KZ,2021-07-05 03:37:21,49.7789,72.9608,78.55,34,100,3.04
537,Suhbaatar,MN,2021-07-05 03:37:22,50.2314,106.2078,79.2,45,14,4.79
538,Richards Bay,ZA,2021-07-05 03:37:22,-28.783,32.0377,63.63,83,98,7.92
539,Ugoofaaru,MV,2021-07-05 03:37:22,5.6667,73.0,82.76,79,100,18.16
540,Aksarka,RU,2021-07-05 03:37:22,66.5606,67.7975,54.68,47,11,5.95
541,Jacksonville Beach,US,2021-07-05 03:37:23,30.2947,-81.3931,76.05,96,40,0.0
542,Vaitape,PF,2021-07-05 03:37:23,-16.5167,-151.75,80.31,78,15,16.22
543,Wukari,NG,2021-07-05 03:37:23,7.85,9.7833,71.73,94,95,6.98
544,Letterkenny,IE,2021-07-05 03:37:24,54.95,-7.7333,54.72,96,100,7.4
545,San Bartolo,MX,2021-07-05 03:37:24,19.1833,-100.05,57.88,93,82,5.64
546,Tateyama,JP,2021-07-05 03:37:24,34.9833,139.8667,79.07,88,75,6.91
547,Belen,TR,2021-07-05 03:37:25,36.4891,36.2233,69.94,78,40,10.36
548,Harrismith,ZA,2021-07-05 03:37:25,-28.2728,29.1295,38.86,95,17,3.42
549,Vestmanna,FO,2021-07-05 03:37:25,62.1564,-7.1664,50.92,100,90,10.36
550,Suriapet,IN,2021-07-05 03:37:25,17.15,79.6167,88.32,55,100,7.9
551,Lagos,NG,2021-07-05 03:35:56,6.5833,3.75,77.32,93,99,3.36
552,Nhulunbuy,AU,2021-07-05 03:37:26,-12.2333,136.7667,81.21,57,40,18.41
553,Fukue,JP,2021-07-05 03:37:26,32.6881,128.8419,82.76,94,75,10.36
554,Rafai,CF,2021-07-05 03:37:26,4.95,23.9167,67.46,99,100,1.77
555,Mirabad,AF,2021-07-05 03:37:27,30.4362,61.8383,98.85,13,0,7.49
556,Sinnamary,GF,2021-07-05 03:37:27,5.3833,-52.95,75.11,90,94,0.58
557,Kanker,IN,2021-07-05 03:37:27,20.2719,81.4931,82.47,63,100,1.21
558,Puerto Escondido,MX,2021-07-05 03:37:28,15.85,-97.0667,83.23,61,75,0.0
559,Kiunga,PG,2021-07-05 03:37:28,-6.1219,141.2906,84.67,70,91,3.27
560,Zhongshu,CN,2021-07-05 03:37:28,24.5167,103.7667,75.24,76,100,5.5
561,Camana,PE,2021-07-05 03:37:28,-16.6228,-72.7111,59.86,83,16,6.04
562,Rio Gallegos,AR,2021-07-05 03:36:52,-51.6226,-69.2181,46.45,61,0,23.02
563,Elk Point,US,2021-07-05 03:37:29,42.6833,-96.6836,79.18,78,60,9.78
564,Butte,US,2021-07-05 03:37:29,39.6499,-121.5677,89.82,31,0,5.48
565,Kusti,SD,2021-07-05 03:37:29,13.1629,32.6635,77.59,71,100,12.19
566,Qasigiannguit,GL,2021-07-05 03:37:30,68.8193,-51.1922,37.65,99,100,4.21
567,Lamu,KE,2021-07-05 03:37:30,-2.2717,40.902,75.42,79,31,14.5
568,Itoman,JP,2021-07-05 03:37:30,26.1247,127.6694,88.18,74,40,19.57
569,Lorengau,PG,2021-07-05 03:37:31,-2.0226,147.2712,85.95,68,83,11.45
570,Vostok,RU,2021-07-05 03:37:31,46.4856,135.8833,58.82,98,100,1.74
571,La Libertad,EC,2021-07-05 03:37:31,-2.2333,-80.9,69.51,84,74,9.69
