City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
237,Hofn,IS,2021-07-06 17:02:32,64.2539,-15.2082,53.24,90,96,10.6,overcast clouds
238,Hervey Bay,AU,2021-07-06 17:02:32,-25.2986,152.8535,54.03,75,4,7.43,clear sky
239,Ulladulla,AU,2021-07-06 17:02:33,-35.35,150.4667,42.1,75,100,4.79,overcast clouds
240,Olafsvik,IS,2021-07-06 17:02:33,64.8945,-23.7142,51.57,91,97,10.76,overcast clouds
241,Yeppoon,AU,2021-07-06 17:02:33,-23.1333,150.7333,51.58,85,4,8.52,clear sky
242,Emerald,AU,2021-07-06 17:00:24,-23.5333,148.1667,49.98,50,0,9.73,clear sky
243,Mecca,SA,2021-07-06 17:02:15,21.4267,39.8261,93.63,26,12,7.34,few clouds
244,Sayat,TM,2021-07-06 17:02:34,38.7839,63.8803,99.1,12,0,11.95,clear sky
245,Itaituba,BR,2021-07-06 17:02:34,-4.2761,-55.9836,95.07,36,31,2.15,scattered clouds
246,Tsuruoka,JP,2021-07-06 17:02:35,38.7217,139.8217,69.76,92,100,4.14,heavy intensity rain
247,Chabahar,IR,2021-07-06 17:02:35,25.2919,60.643,83.5,74,39,10.85,scattered clouds
248,Tutin,RS,2021-07-06 16:58:07,42.9903,20.3314,73.72,63,77,1.59,broken clouds
249,Razdolinsk,RU,2021-07-06 17:02:35,58.4211,94.6658,64.81,92,80,0.67,broken clouds
250,Kruisfontein,ZA,2021-07-06 17:02:36,-34.0033,24.7314,49.89,76,42,4.9,scattered clouds
251,Kirakira,SB,2021-07-06 17:02:36,-10.4544,161.9205,78.64,87,24,9.08,light rain
252,Mitsamiouli,KM,2021-07-06 17:02:36,-11.3847,43.2844,77.9,69,18,10.92,few clouds
253,Lasa,IT,2021-07-06 17:02:37,46.6166,10.7002,78.71,75,84,5.91,broken clouds
254,Bengkulu,ID,2021-07-06 17:02:37,-3.8004,102.2655,74.98,88,43,4.21,scattered clouds
255,Quesnel,CA,2021-07-06 17:02:05,52.9999,-122.5029,73.94,43,3,0.31,clear sky
256,Coquimbo,CL,2021-07-06 17:02:38,-29.9533,-71.3436,55.06,75,91,2.26,overcast clouds
257,Yulara,AU,2021-07-06 17:02:38,-25.2406,130.9889,49.48,33,60,7.34,broken clouds
258,Sur,OM,2021-07-06 17:02:38,22.5667,59.5289,86.11,66,2,17.56,clear sky
259,Victoria,HK,2021-07-06 16:59:16,22.2855,114.1577,84.16,94,78,7.0,light rain
260,Luderitz,NA,2021-07-06 17:02:39,-26.6481,15.1594,58.44,74,0,11.23,clear sky
